اپل در واقع يک سر وگردن از شرکت هاي مقابل خود بالاتر است.,0,Neutral
همین کافی است تا به قابلیت های ورزشی این دوربین مطئمن شویم.,0,Neutral
با سلام.,0,Neutral
• طراحی و ساخت از لحاظ طراحی،  iPod Touch نسل پنجم نیز همانند گوشی iPhone 5،  نسبت به مدل قبلی کشیده تر شده است.,0,Neutral
این فرآیند به ایسوس کمک کرد که قطعات فلزی اضافی،  مانند پیچ‌ها را به دور ریخته و از قطعات پلاستیکی سبک‌تر ولی با همان کیفیت و استحکام روش‌های قبلی،  استفاده کند.,0,Neutral
در مورد تماس هاي تلفني هم ساعت هاي مچي اي ارائه شده که سيستم اندرويد دارند و يک نمونه از اون رو شرکت سوني ارائه داده که ميتونيد بدون درآوردن تبلت از کيفتون ،  پيام هاي ارسالي رو مطالعه کنيد ،  شماره بگيريد ،  موسيقي مورد نظرتون رو روي تبلت کنترل کنيد و..,0,Neutral
وجود يک پورت HDMI و هارد ديسک ۱۲۰ گيگابايتي اصلي‌ترين تفاوت‌هاي Premium وElite به شمار مي‌روند.,0,Neutral
علاوه بر اين،  قسمت اطلاعاتي که در بخش logic مورد پردازش قرار مي‌گيرد را در خود ذخيره مي‌نمايد و در زمان مشخصي به اين واحد انتقال مي‌دهد.,0,Neutral
سرعت واي فاي .,0,Neutral
به علاوه این تبلت می‌تواند با کیفیت Full HD 1080p فیلم‌برداری کند.,1,Positive
"انصافا گوشي غوليههههههه

",1,Positive
• سخت افزار از نظر سخت افزاری این دستگاه استثنایی است.,1,Positive
طراحی و ساخت گوشی‌های کمپانی تایوانی HTC همیشه به کیفیت ساخت بالا معروف بوده‌اند و گوشی One X Plus نیز از این قاعده مستثنی نیست.,1,Positive
پردازشگر گرافیکی این تبلت نیز ULP GeForce است که به همراه بقیه مشخصات فوق،  سخت افزار قدرتمندی را برای این تبلت تشکیل خواهند داد.,1,Positive
در ابتدا تيم توسعه‌دهنده کنسول‌هاي بازي در شرکت مايکروسافت تصميم داشت کنسول XBOX ۳۶۰ را با نام زنون (Xenon) يا XBOX 2 به بازار معرفي کند،  اما شرکت مايکروسافت براي اين‌که طيف اثر گذاري اين محصول را بيشتر براي مردم نمايان کند،  نام ايکس‌باکس ۳۶۰را بر آن نهاد.,1,Positive
چيزايي که منو براي خريدش ترغيب کرد اينا بود:1.,1,Positive
اما یکی دیگر از مواردی که برای ما بسیار جذاب بود،  ابعاد و وزن این تبلت است.,1,Positive
این بلندگوها برای مصارف اولیه،  کیفیت و بلندی صدای قابل قبولی را ارائه می‌دهند ولی علاقه‌مندان به گوش کردن به موسیقی و یا تماشای فیلم،  بهتر است از بلندگوهای خارجی و یا هدفون استفاده کنند.,1,Positive
حتی می تواند فشار آب تا عمق 60 متری را به راحتی دوام بیاورد.,1,Positive
"باز هم طبق روال،  این دوربین دارای همه ی مودهای عکاسی از مود کاملا اتوماتیک خودکار هوشمند گرفته تا مودهای دستی P,A,S,M را دارا می باشد.",1,Positive
در ابتدا بابت این باتری کاملا نا امید شدیم،  اما بعد از تست‌های انجام شده شاهد بودیم که این تبلت قادر بود تا 8 ساعت ممتد ویدئو پخش نماید که برای تبلت های 10 اینچی کاملا نرمال است.,1,Positive
امکان باز کردن چندین تب و پشتیبانی از فناوری‌های Flash و HTML5 و قابلیت استفاده از حرکات مالتی تاچ،  مرور وب را بر روی صفحه 4 اینچی این دستگاه به تجربه ای لذت بخش بدل خواهد کرد.,1,Positive
توانایی عملیات اسکن و کپی هم باعث می‌شوند که بتوانید دست کم در سه مورد از این پرینتر استفاده کنید.,1,Positive
بعلاوه نمایشگر 3 اینچی آن نیز از نوع لمسی Resistive است.,1,Positive
چنین سخت افزارهایی باعث شده که ذره‌ای مکث و تاخیر در عملکردهای گوشی دیده نشود.,1,Positive
فقط ۲ تا نقطه ضعف داره به نظرم!,-1,Negative
به نظر من حتي به galaxy s2 هم نميرسه!,-1,Negative
اندازه اين گوشي زيادي بزرگه.,-1,Negative
متاسفانه يکي از برند هاي معروف جهان که نوکيا بود در حال سقوط است.,-1,Negative
"دوربين: 

اصلا بهش دل نبندين که اصلا نميشه بهش گفت دوربين يعني از يک جهت خوب و از يک جهت بد 

در بخش عکسبرداري:

در اين بخش ميشه گفت که y300 مسئوليتي که بر دوشش بوده را به خوبي انجام داده ولي از نظر حرفه اي ها همچنين چيزي نيست.",-1,Negative
اما به نظر من که هميشه نوکيا داشته م و الان هم نوکيا 500 دارم ، اين گوشي زياد کارايي نداره.,-1,Negative
تنها مشکلي که در مورد نخريدن اين تبلت باهاش مواجه بودم،  نداشتن gprs و edge روي اين تبلت بود.,-1,Negative
"دوست عزيز اسلوموشن بودن تصوير دلايل زيادي داره

1-سرعت کم پردازش کارت گرافيک

2-مقدار بازدهي فرکانس مانيتور

3-نرم افزار پخش کننده فيلم",-1,Negative
حتي دوستم که اينو داره به خاطره ابعادش ازش ناراضي بود.,-1,Negative
نسبتا سنگين و بزرگ .,-1,Negative
شما می توانید به صورت دستی به رزولوشن های بالاتر نیز برسید،  البته این خیلی توصیه نمی شود و بیشتر برای اسکن عکس هایی با کیفیت بالا و استفاده در قطع بزرگ به کار می آید.,-1,Negative
مشکل اين دوربين ها باتري هاي آنهاست .,-1,Negative
با این حال با توجه به ساختار پلاستیکی آن،  نباید استحکامی فوق‌العاده را از آن انتظار داشته باشیم.,-1,Negative
این قلم نه از نظر ظاهری و نه از لحاظ کارایی، شباهت زیادی به قلم Note های سامسونگ ندارد و بیشتر می‌توان آن‌را یک قلم کمکی نامید که در کار با گوشی به کاربر کمک می‌نماید اما قابلیت‌های فوق‌العاده‌ای ندارد.,-1,Negative
در تبليغات اين تبلت از مقاومت بالاي صفحه در برابر خش صحبت شده بود که از نظر من واقعيت ندارد.,-1,Negative
"درود

اين محصول سامسونگ از جهات بسياري مطلوب و قابل قبول است اما بنده بعد از خريد اين محصول متوجه شدم که اولا فاقد امکان تصوير در تصوير ميباشد و همينطور بعد از استفاده از عينک سه بعدي آن توسط خودم و اعضا خانواده همگي دچار سردرد و تهوع شديم که در مقايسه با محصولات مشابه ال جي که داراي عينک پسيو هستند اين معضل بزرگيست.",-1,Negative
من همه مودهاي عکاسيشو با iso هاي مختلف تست کردم هيچکدوم نتيجه خوبي نميدن از فيلم‌برداريش که نگم اينقد افتضاحه که فک کنم اصلا دوربين من مشکل فني داره !,-2,Very Negative
يه ساله خريدم خيلي ضعيف است بازي هم که چي بگم هيچ کدوم رو باز نميکنه ,-2,Very Negative
سلام  سه چهار روزي ميشه که اين به اصطلاح دوربينو گرفتم اصلا  از کيفيت عکساش راضي نيستم در حد 5 يا 6 مگا پيکسله  فيلمي هم که باهاش ميگيري هي گير ميکنه صداشم قطع و وصل ميشه,-2,Very Negative
• دوربین یکی از بزرگ‌ترین ضعف‌های نسل چهارم iPod Touch،  دوربین آن بود که دقت آن کمتر از یک مگاپیکسل است.,-2,Very Negative
ولي يه مشکلي داشت که در بلند مدت ممکنه خيلي اذيت کنه،  اونم اينه که پشت گوشي خيلي سريع خط ميفته که فکر کنم تو سفيدش کمتر پيدا باشه,-2,Very Negative
"نقد کالا:

1-اساسي ترين مشکل اين دوربين وجود باتري قلمي به جاي باتري يون ليتيوم استاندارد هست.",-2,Very Negative
کلا دستگاه خيلي ضعيفيه از نظر تکنولوژي و سخت افزاري و زياد خرج داره.,-2,Very Negative
"دوستان به اين نکته دقت کنيد

که اين مدل گوشي خدمات پس از فروش خيلي ضعيفي داره 

و قطعات اين برندها هنوز وارد بازار نشده 

به همين علت ارزونتر از مدل هاي مشابه مثل سامسونگ و نوکيا و غيره  هست",-2,Very Negative
این رزولوشن تراکم پیکسلی 187ppi را تولید می‌نماید که تراکم پیکسلی بسیار پایینی است.,-2,Very Negative
باطريش خيلي ضعيفه,-2,Very Negative
اما معايبش که کمم نيستن اول کيفيت صداشه که بايد بگم خيلي بده و اين گوشي تقريبا فايل هاي صوتي رو به صورت مونو پخش ميکنه.,-2,Very Negative
شاید تنها نقطه ضعف صفحه نمایش را بتوان زاویه‌ی دید عمودی محدود آن دانست به طوری که اگر کمی از بالا یا پایین به صفحه نگاه کنید،  افت چشمگیری در کیفیت تصویر مشاهده خواهید کرد.,-2,Very Negative
اما اين مشکلش خيلي بده.,-2,Very Negative
من از اين تبلت خريدم مهمترين نکته اينکه از نظر من باطريش ضعيف است بعد يک ماه استفاده از اين تبلت و مقايسه آن با تبلت رفقا پيشنهاد ميکنم اين تبلت نخريد cpu آن فقط اسمش چهار هسته اي و به نسبت ايسوس و سامسونگ واقعا ضعيف است عرايض بنده را فقط وقتي متوجه ميشويد که در عمل کارايي اين تبلت با يکي دو برند معتبر مقايسه کنيد به هر حال انتخاب با خودتونه شايد بهتر باشه کمي صبر کنيد و يه تبلت بهتر بخريد.,-2,Very Negative
سلام دوستان عزيز من خيلي سرچ کردم تا اين دوربينو خريدم اما واقعا در عکس برداري محيطاي کم نور و تاريک وقتي روي عکس زوم ميکني کيفيتش خيلي پايينه و مثل نقاشي آبرنگ ميمونه !,-2,Very Negative
دوما :نورگيري ان بسيار کم است و در شرايط نور کم تصوير بسيار بي کيفيت ميشود.,-2,Very Negative
